34018,0,600,630
34018,2,600,630
34018,4,600,630
34044,1,600,1320
34044,3,600,1320
34044,5,600,1320
34045,2,480,510
34045,4,480,510
34045,6,480,510
34062,3,480,30
34062,5,480,30
34062,0,480,30
34063,4,480,1320
34063,6,480,1320
34063,1,480,1320
60133,5,1080,630
60133,0,1080,630
60133,2,1080,630
60134,6,840,1350
60134,1,840,1350
60134,3,840,1350
60135,0,360,0
60135,2,360,0
60135,4,360,0
60136,1,1080,1350
60136,3,1080,1350
60136,5,1080,1350
64778,2,480,390
64778,4,480,390
64778,6,480,390
64779,3,600,510
64779,5,600,510
64779,0,600,510
33156,4,840,1320
33156,6,840,1320
33156,1,840,1320
33818,5,840,240
33818,0,840,240
33818,2,840,240
34680,6,480,150
34680,1,480,150
34680,3,480,150
34681,0,1080,1230
34681,2,1080,1230
34681,4,1080,1230
34682,1,600,1020
34682,3,600,1020
34682,5,600,1020
34683,2,360,330
34683,4,360,330
34683,6,360,330
34684,3,1080,0
34684,5,1080,0
34684,0,1080,0
34685,4,1080,30
34685,6,1080,30
34685,1,1080,30
34686,5,1080,630
34686,0,1080,630
34686,2,1080,630
33627,6,360,1320
33627,1,360,1320
33627,3,360,1320
33628,0,480,150
33628,2,480,150
33628,4,480,150
33629,1,360,1020
33629,3,360,1020
33629,5,360,1020
33964,2,480,510
33964,4,480,510
33964,6,480,510
66751,3,360,300
66751,5,360,300
66751,0,360,300
66752,4,840,390
66752,6,840,390
66752,1,840,390
66753,5,360,1200
66753,0,360,1200
66753,2,360,1200
66754,6,1080,1110
66754,1,1080,1110
66754,3,1080,1110
34084,0,840,630
34084,2,840,630
34084,4,840,630
34085,1,1080,1110
34085,3,1080,1110
34085,5,1080,1110
63251,2,600,150
63251,4,600,150
63251,6,600,150
61202,3,1080,1230
61202,5,1080,1230
61202,0,1080,1230
61203,4,1080,240
61203,6,1080,240
61203,1,1080,240
34118,5,600,1020
34118,0,600,1020
34118,2,600,1020
34119,6,480,1350
34119,1,480,1350
34119,3,480,1350
34120,0,480,1020
34120,2,480,1020
34120,4,480,1020
34121,1,840,1200
34121,3,840,1200
34121,5,840,1200
34122,2,360,750
34122,4,360,750
34122,6,360,750
1,3,360,330
1,5,360,330
1,0,360,330
64792,4,1080,1350
64792,6,1080,1350
64792,1,1080,1350
64793,5,840,1410
64793,0,840,1410
64793,2,840,1410
64794,6,1080,1410
64794,1,1080,1410
64794,3,1080,1410
33376,0,1080,240
33376,2,1080,240
33376,4,1080,240
33377,1,360,240
33377,3,360,240
33377,5,360,240
34064,2,1080,390
34064,4,1080,390
34064,6,1080,390
33365,3,600,150
33365,5,600,150
33365,0,600,150
33380,4,600,330
33380,6,600,330
33380,1,600,330
33381,5,360,1410
33381,0,360,1410
33381,2,360,1410
33382,6,600,330
33382,1,600,330
33382,3,600,330
33383,0,600,1020
33383,2,600,1020
33383,4,600,1020
33384,1,600,1230
33384,3,600,1230
33384,5,600,1230
33385,2,840,1410
33385,4,840,1410
33385,6,840,1410
33386,3,360,1200
33386,5,360,1200
33386,0,360,1200
33387,4,840,840
33387,6,840,840
33387,1,840,840
2,5,600,510
2,0,600,510
2,2,600,510
33258,6,1080,510
33258,1,1080,510
33258,3,1080,510
67595,0,480,390
67595,2,480,390
67595,4,480,390
61204,1,600,150
61204,3,600,150
61204,5,600,150
61205,2,480,30
61205,4,480,30
61205,6,480,30
61206,3,480,1350
61206,5,480,1350
61206,0,480,1350
66691,4,480,750
66691,6,480,750
66691,1,480,750
67619,5,840,1230
67619,0,840,1230
67619,2,840,1230
33220,6,1080,150
33220,1,1080,150
33220,3,1080,150
32008,0,600,1230
32008,2,600,1230
32008,4,600,1230
32166,1,480,1230
32166,3,480,1230
32166,5,480,1230
32167,2,840,750
32167,4,840,750
32167,6,840,750
64560,3,480,330
64560,5,480,330
64560,0,480,330
32135,4,1080,330
32135,6,1080,330
32135,1,1080,330
32136,5,600,1200
32136,0,600,1200
32136,2,600,1200
32012,6,480,1410
32012,1,480,1410
32012,3,480,1410
32013,0,840,390
32013,2,840,390
32013,4,840,390
32014,1,600,750
32014,3,600,750
32014,5,600,750
32015,2,1080,750
32015,4,1080,750
32015,6,1080,750
32016,3,600,390
32016,5,600,390
32016,0,600,390
32001,4,1080,1350
32001,6,1080,1350
32001,1,1080,1350
32002,5,840,1350
32002,0,840,1350
32002,2,840,1350
32003,6,360,390
32003,1,360,390
32003,3,360,390
32161,0,840,30
32161,2,840,30
32161,4,840,30
32153,1,360,630
32153,3,360,630
32153,5,360,630
32154,2,360,330
32154,4,360,330
32154,6,360,330
32155,3,1080,150
32155,5,1080,150
32155,0,1080,150
2370,4,360,240
2370,6,360,240
2370,1,360,240
2371,5,1080,630
2371,0,1080,630
2371,2,1080,630
2310,6,840,300
2310,1,840,300
2310,3,840,300
11884,0,480,330
11884,2,480,330
11884,4,480,330
11885,1,480,1350
11885,3,480,1350
11885,5,480,1350
11886,2,600,30
11886,4,600,30
11886,6,600,30
2308,3,360,330
2308,5,360,330
2308,0,360,330
2309,4,840,840
2309,6,840,840
2309,1,840,840
